StuffKey,StuffCode,StuffName,BrandProductTitle,GroupProductTitle,ProductCode,StockGroupTitle,StockRoomTitle,ClassNameL1,ClassNameL2
32854,837321050,لوله فاضلابی پوشفیت یکسرسوکت 50-1000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,321050,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,"لوله فاضلابی پلی پروپیلن 
BD-1000"
32855,837321063,لوله فاضلابی پوشفیت یکسرسوکت 63-1000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,321063,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,"لوله فاضلابی پلی پروپیلن 
BD-1000"
32856,837321075,لوله فاضلابی پوشفیت یکسرسوکت 75-1000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,321075,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,"لوله فاضلابی پلی پروپیلن 
BD-1000"
32857,837321090,لوله فاضلابی پوشفیت یکسرسوکت 90-1000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,321090,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,"لوله فاضلابی پلی پروپیلن 
BD-1000"
32858,837321110,لوله فاضلابی پوشفیت یکسرسوکت 110-1000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,321110,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,"لوله فاضلابی پلی پروپیلن 
BD-1000"
32859,837321125,لوله فاضلابی پوشفیت یکسرسوکت 125-1000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,321125,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,"لوله فاضلابی پلی پروپیلن 
BD-1000"
32860,837321160,لوله فاضلابی پوشفیت یکسرسوکت 160-1000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,321160,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,"لوله فاضلابی پلی پروپیلن 
BD-1000"
32861,837322050,لوله فاضلابی پوشفیت دوسرسوکت 50-1000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,322050,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,"لوله فاضلابی پلی پروپیلن 
BD-1000"
32862,837322063,لوله فاضلابی پوشفیت دوسرسوکت 63-1000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,322063,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,"لوله فاضلابی پلی پروپیلن 
BD-1000"
32863,837322075,لوله فاضلابی پوشفیت دوسرسوکت 75-1000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,322075,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,"لوله فاضلابی پلی پروپیلن 
BD-1000"
32864,837322090,لوله فاضلابی پوشفیت دوسرسوکت 90-1000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,322090,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,"لوله فاضلابی پلی پروپیلن 
BD-1000"
32865,837322110,لوله فاضلابی پوشفیت دوسرسوکت 110-1000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,322110,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,"لوله فاضلابی پلی پروپیلن 
BD-1000"
32866,837322125,لوله فاضلابی پوشفیت دوسرسوکت 125-1000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,322125,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,"لوله فاضلابی پلی پروپیلن 
BD-1000"
32867,837322160,لوله فاضلابی پوشفیت دوسرسوکت 160-1000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,322160,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,"لوله فاضلابی پلی پروپیلن 
BD-1000"
32868,837341050,لوله فاضلابی پوشفیت یکسرسوکت 50-2000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,341050,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-2000
32869,837341063,لوله فاضلابی پوشفیت یکسرسوکت 63-2000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,341063,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-2000
32870,837341075,لوله فاضلابی پوشفیت یکسرسوکت 75-2000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,341075,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-2000
32871,837341090,لوله فاضلابی پوشفیت یکسرسوکت 90-2000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,341090,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-2000
32872,837341110,لوله فاضلابی پوشفیت یکسرسوکت 110-2000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,341110,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-2000
32873,837341125,لوله فاضلابی پوشفیت یکسرسوکت 125-2000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,341125,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-2000
32874,837341160,لوله فاضلابی پوشفیت یکسرسوکت 160-2000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,341160,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-2000
32875,837342050,لوله فاضلابی پوشفیت دوسرسوکت 50-2000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,342050,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-2000
32876,837342063,لوله فاضلابی پوشفیت دوسرسوکت 63-2000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,342063,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-2000
32877,837342075,لوله فاضلابی پوشفیت دوسرسوکت 75-2000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,342075,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-2000
32878,837342090,لوله فاضلابی پوشفیت دوسرسوکت 90-2000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,342090,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-2000
32879,837342110,لوله فاضلابی پوشفیت دوسرسوکت 110-2000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,342110,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-2000
32880,837342125,لوله فاضلابی پوشفیت دوسرسوکت 125-2000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,342125,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-2000
32881,837342160,لوله فاضلابی پوشفیت دوسرسوکت 160-2000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,342160,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-2000
32882,837361050,لوله فاضلابی پوشفیت یکسرسوکت 50-3000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,361050,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-3000
32883,837361063,لوله فاضلابی پوشفیت یکسرسوکت 63-3000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,361063,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-3000
32884,837361075,لوله فاضلابی پوشفیت یکسرسوکت 75-3000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,361075,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-3000
32885,837361090,لوله فاضلابی پوشفیت یکسرسوکت 90-3000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,361090,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-3000
32886,837361110,لوله فاضلابی پوشفیت یکسرسوکت 110-3000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,361110,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-3000
32887,837361125,لوله فاضلابی پوشفیت یکسرسوکت 125-3000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,361125,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-3000
32888,837361160,لوله فاضلابی پوشفیت یکسرسوکت 160-3000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,361160,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-3000
32889,837362050,لوله فاضلابی پوشفیت دوسرسوکت 50-3000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,362050,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-3000
32890,837362063,لوله فاضلابی پوشفیت دوسرسوکت 63-3000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,362063,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-3000
32891,837362075,لوله فاضلابی پوشفیت دوسرسوکت 75-3000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,362075,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-3000
32892,837362090,لوله فاضلابی پوشفیت دوسرسوکت 90-3000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,362090,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-3000
32893,837362110,لوله فاضلابی پوشفیت دوسرسوکت 110-3000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,362110,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-3000
32894,837362125,لوله فاضلابی پوشفیت دوسرسوکت 125-3000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,362125,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-3000
32895,837362160,لوله فاضلابی پوشفیت دوسرسوکت 160-3000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,362160,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-3000
32896,837381110,لوله فاضلابی پوشفیت یکسرسوکت 110-5000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,381110,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-5000
32897,837382110,لوله فاضلابی پوشفیت دوسرسوکت 110-5000 گروه BD,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,382110,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن BD-5000
32898,837401050,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  50-150,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,401050,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-150
32899,837401075,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  75-150,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,401075,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-150
32900,837401110,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  110-150,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,401110,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-150
32901,837421050,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  50-250,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,421050,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-250
32902,837421075,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  75-250,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,421075,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-250
32903,837421110,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  110-250,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,421110,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-250
32904,837421125,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  125-250,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,421125,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-250
32905,837421160,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  160-250,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,421160,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-250
32906,837441050,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  50-500,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,441050,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-500
32907,837441075,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  75-500,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,441075,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-500
32908,837441110,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  110-500,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,441110,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-500
32909,837441125,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  125-500,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,441125,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-500
32910,837441160,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  160-500,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,441160,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-500
32911,837442050,لوله فاضلابی پوشفیت دوسرسوکت سایلنت  50-500,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,442050,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-500
32912,837442075,لوله فاضلابی پوشفیت دوسرسوکت سایلنت  75-500,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,442075,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-500
32913,837442110,لوله فاضلابی پوشفیت دوسرسوکت سایلنت  110-500,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,442110,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-500
32914,837442125,لوله فاضلابی پوشفیت دوسرسوکت سایلنت  125-500,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,442125,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-500
32915,837442160,لوله فاضلابی پوشفیت دوسرسوکت سایلنت  160-500,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,442160,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-500
32916,837461050,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  50-1000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,461050,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-1000
32917,837461075,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  75-1000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,461075,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-1000
32918,837461110,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  110-1000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,461110,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-1000
32919,837461125,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  125-1000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,461125,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-1000
32920,837461160,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  160-1000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,461160,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-1000
32921,837462050,لوله فاضلابی پوشفیت دوسرسوکت سایلنت  50-1000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,462050,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-1000
32922,837462075,لوله فاضلابی پوشفیت دوسرسوکت سایلنت  75-1000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,462075,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-1000
32923,837462110,لوله فاضلابی پوشفیت دوسرسوکت سایلنت  110-1000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,462110,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-1000
32924,837462125,لوله فاضلابی پوشفیت دوسرسوکت سایلنت  125-1000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,462125,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-1000
32925,837462160,لوله فاضلابی پوشفیت دوسرسوکت سایلنت  160-1000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,462160,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-1000
32926,837481050,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  50-2000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,481050,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-2000
32927,837481075,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  75-2000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,481075,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-2000
32928,837481110,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  110-2000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,481110,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-2000
32929,837481125,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  125-2000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,481125,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-2000
32930,837481160,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  160-2000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,481160,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-2000
32931,837482050,لوله فاضلابی پوشفیت دوسرسوکت سایلنت  50-2000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,482050,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-2000
32932,837482075,لوله فاضلابی پوشفیت دوسرسوکت سایلنت  75-2000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,482075,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-2000
32933,837482110,لوله فاضلابی پوشفیت دوسرسوکت سایلنت  110-2000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,482110,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-2000
32934,837482125,لوله فاضلابی پوشفیت دوسرسوکت سایلنت  125-2000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,482125,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-2000
32935,837482160,لوله فاضلابی پوشفیت دوسرسوکت سایلنت  160-2000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,482160,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-2000
32936,837501050,لوله فاضلابی پوشفیت یکسرسوکت سایلنت 50-3000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,501050,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-3000
32937,837501075,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  75-3000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,501075,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-3000
32938,837501110,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  110-3000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,501110,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-3000
32939,837501125,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  125-3000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,501125,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-3000
32940,837501160,لوله فاضلابی پوشفیت یکسرسوکت سایلنت  160-3000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,501160,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-3000
32941,837502050,لوله فاضلابی پوشفیت دوسرسوکت سایلنت  50-3000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,502050,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-3000
32942,837502075,لوله فاضلابی پوشفیت دوسرسوکت سایلنت  75-3000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,502075,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-3000
32943,837502110,لوله فاضلابی پوشفیت دوسرسوکت سایلنت  110-3000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,502110,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-3000
32944,837502125,لوله فاضلابی پوشفیت دوسرسوکت سایلنت  125-3000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,502125,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-3000
32945,837502160,لوله فاضلابی پوشفیت دوسرسوکت سایلنت  160-3000,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت سایلنت,502160,"بسته لوله نیوفلکس
",محصولات فوم,لوله های فاضلابی پلی پروپیلن,لوله فاضلابی پلی پروپیلن سایلنت-3000
34403,855361102,بوشن پوشفیت 50mm,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,361102,"کارتن اتصالات نیوفلکس
",محصولات فوم,اتصالات تاسیساتی,اتصالات فاضلابی پلی پروپیلن
34404,855361106,بوشن پوشفیت 63mm,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,361106,"کارتن اتصالات نیوفلکس
",محصولات فوم,اتصالات تاسیساتی,اتصالات فاضلابی پلی پروپیلن
34405,855361110,بوشن پوشفیت 75mm,نیوفلکس,لوله و اتصالات فاضلابی پوش فیت,361110,"کارتن اتصالات نیوفلکس
",محصولات فوم,اتصالات تاسیساتی,اتصالات فاضلابی پلی پروپیلن
